Chr	Start	End	Length	Midpoint	PanHits	Feature_name	Name	Type	Direction	WatsonHpM	CrickHpM	TotalHpM	BGHpM	Total-BGHpM	WatsonHpM300	CrickHpM300	TotalHpM300	BGHpM300	Total-BGHpM300	NormHpM	NormHpM300
2	336931	337182	252	337054.5	246	YBR050C	REG2	directional	-,-	69.1	52.32	121.41	0.83	120.58	72.55	53.3	125.85	2.82	123.03	136.45	131.84
2	338395	338681	287	338536	727	YBR052C	RFS1	directional	-,-	199.88	158.92	358.8	0.95	357.85	208.77	168.79	377.56	2.94	374.62	404.97	401.45
2	340887	340957	71	340920	75	YBR053C	null	divergent	-,+	13.33	23.69	37.02	0.23	36.78	15.3	28.13	43.43	2.22	41.21	41.62	44.16
2	341299	341954	656	341624.5	722	YBR053C	null	divergent	-,+	188.53	167.8	356.34	2.17	354.17	197.91	179.65	377.56	4.16	373.4	400.8	400.14
2	342264	342349	86	342304.5	53	YBR054W	YRO2	divergent	-,+	19.25	6.91	26.16	0.28	25.87	35.04	31.09	66.13	2.27	63.86	29.28	68.44
2	344186	344334	149	344258	165	YBR054W	YRO2	convergent	+,-	45.9	35.53	81.43	0.49	80.94	49.85	46.89	96.73	2.48	94.26	91.6	101
2	347384	347770	387	347575	242	YBR055C	PRP6	divergent	-,+	69.1	50.34	119.44	1.28	118.16	73.04	53.8	126.84	3.27	123.57	133.71	132.42
2	350743	351076	334	350907.5	1170	YBRWdelta17	null	convergent	+,-	324.75	252.69	577.44	1.11	576.34	327.71	255.16	582.87	3.09	579.78	652.22	621.3
2	356616	356821	206	356716.5	333	YBR059C	AKL1	directional	-,-	63.17	101.18	164.35	0.68	163.67	67.12	106.6	173.73	2.67	171.06	185.22	183.31
2	360344	360590	247	360465	409	YBR060C	ORC2	directional	-,-	141.65	60.21	201.86	0.82	201.04	146.58	63.67	210.25	2.8	207.45	227.51	222.3
2	362669	362818	150	362741.5	139	YBR060C	ORC2	directional	-,-	35.04	33.56	68.6	0.5	68.11	38.5	35.53	74.03	2.48	71.55	77.07	76.67
2	369841	369945	105	369891	119	YBR066C	NRG2	directional	-,-	41.95	16.78	58.73	0.35	58.38	44.42	19.25	63.67	2.33	61.33	66.07	65.73
2	370974	371452	478	371210.5	642	YBR066C	NRG2	directional	-,-	195.44	121.41	316.85	1.58	315.27	207.29	129.31	336.59	3.57	333.03	356.78	356.87
2	373295	373395	101	373342	72	YBR068C	BAP2	directional	-,-	24.68	10.86	35.53	0.33	35.2	44.42	28.13	72.55	2.32	70.23	39.84	75.26
2	376136	376270	135	376200	81	YBR069C	TAT1	directional	-,-	24.18	15.79	39.98	0.45	39.53	44.42	38.99	83.41	2.43	80.98	44.73	86.77
2	378750	379038	289	378891	512	ARS212	null	directional	-,-	129.8	122.89	252.69	0.96	251.74	135.72	126.35	262.07	2.94	259.13	284.88	277.68
2	379991	380195	205	380090	652	YBR070C	ALG14	divergent	-,+	193.47	128.32	321.79	0.68	321.11	203.83	145.1	348.93	2.66	346.27	363.39	371.06
2	381124	381398	275	381258	247	YBR071W	null	directional	+,+	44.91	76.99	121.9	0.91	120.99	55.77	95.75	151.52	2.9	148.62	136.93	159.26
2	382964	383079	116	383016.5	67	YBR072C-A	null	divergent	-,+	14.81	18.26	33.07	0.38	32.68	27.64	21.22	48.86	2.37	46.49	36.99	49.82
2	391612	391795	184	391697.5	191	YBR077C	SLM4	convergent	+,-	38.5	55.77	94.27	0.61	93.66	46.89	67.12	114.01	2.59	111.41	105.99	119.39
2	392374	392797	424	392581.5	874	YBR077C	SLM4	divergent	-,+	187.05	241.34	428.39	1.4	426.99	191.99	248.74	440.73	3.39	437.34	483.21	468.66
2	393192	393378	187	393280	255	YBR078W	ECM33	NA	NA	87.36	38.5	125.85	0.62	125.23	92.79	43.93	136.71	2.6	134.11	141.72	143.71
2	400971	401106	136	401032.5	96	YBR080C	SEC18	directional	-,-	27.14	20.24	47.38	0.45	46.93	30.6	24.18	54.78	2.44	52.35	53.11	56.1
2	407289	407536	248	407406.5	512	YBR082C	UBC4	divergent	-,+	93.77	158.92	252.69	0.82	251.87	101.18	162.87	264.04	2.81	261.24	285.03	279.94
2	408594	408834	241	408708	309	YBR083W	TEC1	divergent	-,+	67.12	85.38	152.5	0.8	151.71	74.52	95.25	169.78	2.78	167	171.68	178.95
2	410767	410928	162	410841.5	215	YBR084W	MIS1	directional	+,+	51.82	54.29	106.11	0.54	105.58	54.29	57.74	112.03	2.52	109.51	119.48	117.35
2	418238	418365	128	418295.5	71	ARS215	null	convergent	+,-	18.75	16.29	35.04	0.42	34.62	30.11	22.21	52.32	2.41	49.91	39.18	53.48
2	419340	420015	676	419671.5	402	YBR085C-A	null	directional	-,-	111.54	86.86	198.4	2.24	196.17	117.46	99.2	216.66	4.22	212.44	221.99	227.65
2	423405	423520	116	423456.5	94	YBR087W	RFC5	divergent	-,+	35.04	11.35	46.39	0.38	46.01	43.93	21.72	65.64	2.37	63.27	52.07	67.8
2	426889	427029	141	426953	130	YBR090C	null	NA	NA	20.73	43.43	64.16	0.47	63.69	36.03	58.73	94.76	2.45	92.31	72.08	98.92
2	429309	429450	142	429373.5	116	YBR093C	PHO5	directional	-,-	32.08	25.17	57.25	0.47	56.78	33.56	31.09	64.65	2.46	62.2	64.26	66.65
2	431282	431927	646	431598.5	978	YBR094W	PBY1	divergent	-,+	283.29	199.39	482.68	2.14	480.55	299.58	204.82	504.4	4.12	500.28	543.82	536.1
2	435741	435945	205	435837	376	YBR095C	RXT2	divergent	-,+	125.85	59.72	185.57	0.68	184.89	126.84	64.16	191	2.66	188.34	209.24	201.82
2	444779	444919	141	444843	173	YBR101C	FES1	directional	-,-	30.6	54.78	85.38	0.47	84.92	34.05	56.26	90.32	2.45	87.87	96.1	94.16
2	447411	447536	126	447467.5	120	YBR102C	EXO84	divergent	-,+	21.72	37.51	59.22	0.42	58.81	27.14	41.95	69.1	2.4	66.69	66.55	71.47
2	449320	449555	236	449431.5	564	YBR103W	SIF2	directional	+,+	170.77	107.59	278.36	0.78	277.58	171.75	109.07	280.82	2.77	278.06	314.12	297.97
2	452074	452608	535	452335	2032	YBR106W	PHO88	divergent	-,+	502.42	500.45	1002.87	1.77	1001.1	505.88	502.42	1008.3	3.76	1004.55	1132.91	1076.48
2	453422	453593	172	453501.5	204	YBR106W	PHO88	convergent	+,-	70.08	30.6	100.68	0.57	100.11	75.51	37.51	113.02	2.55	110.47	113.29	118.38
2	454580	454793	214	454680.5	309	YBR108W	AIM3	divergent	-,+	81.93	70.58	152.5	0.71	151.8	88.84	72.06	160.89	2.69	158.2	171.78	169.53
2	458464	458775	312	458613.5	221	YBR110W	ALG1	divergent	-,+	57.74	51.33	109.07	1.03	108.04	60.21	53.8	114.01	3.02	110.99	122.27	118.94
2	462030	462081	52	462049.5	31	YBR111W-A	SUS1	divergent	-,+	10.86	4.44	15.3	0.17	15.13	19.25	18.75	38	2.16	35.85	17.12	38.41
2	465992	466595	604	466287.5	1450	YBR112C	CYC8	divergent	-,+	431.85	283.79	715.63	2	713.64	452.08	300.57	752.65	3.98	748.67	807.6	802.27
2	466905	467075	171	466984	143	YBR114W	RAD16	divergent	-,+	27.14	43.43	70.58	0.57	70.01	49.85	61.2	111.05	2.55	108.5	79.23	116.26
2	471020	471183	164	471095.5	123	YBR115C	LYS2	NA	NA	27.64	33.07	60.71	0.54	60.16	34.05	40.96	75.02	2.53	72.49	68.08	77.68
2	472114	472349	236	472225.5	589	YBR115C	LYS2	NA	NA	137.2	153.49	290.7	0.78	289.91	140.17	157.93	298.1	2.77	295.33	328.09	316.48
2	474035	474324	290	474173.5	945	YBR117C	TKL2	directional	-,-	246.28	220.12	466.4	0.96	465.44	248.25	223.08	471.33	2.95	468.39	526.72	501.92
2	476700	477584	885	477136	2535	YBR118W	TEF2	divergent	-,+	759.56	491.57	1251.13	2.93	1248.2	762.03	494.03	1256.06	4.91	1251.15	1412.54	1340.74
2	483590	483711	122	483644.5	93	YBR121C	GRS1	directional	-,-	17.27	28.63	45.9	0.4	45.5	26.65	36.52	63.17	2.39	60.78	51.49	65.14
2	484638	484720	83	484673	75	YBR123C	TFC1	directional	-,-	20.24	16.78	37.02	0.27	36.74	23.2	21.22	44.42	2.26	42.16	41.58	45.18
2	488595	488771	177	488677	247	YBR126C	TPS1	directional	-,-	81.93	39.98	121.9	0.59	121.32	88.34	44.42	132.76	2.57	130.19	137.29	139.51
2	490508	491189	682	490842.5	1803	YBR127C	VMA2	directional	-,-	357.82	532.04	889.85	2.26	887.6	363.25	537.47	900.71	4.24	896.47	1004.46	960.66
2	492875	493116	242	492989.5	797	YBR128C	ATG14	directional	-,-	169.28	224.07	393.35	0.8	392.55	172.74	226.54	399.27	2.79	396.49	444.24	424.88
2	494216	494296	81	494250	65	YBR129C	OPY1	directional	-,-	21.72	10.36	32.08	0.27	31.81	25.66	20.24	45.9	2.25	43.65	36	46.77
2	495402	495506	105	495448	84	YBR129C	OPY1	directional	-,-	16.29	25.17	41.46	0.35	41.11	20.73	26.65	47.38	2.33	45.05	46.52	48.27
2	496905	497120	216	497006.5	512	YBR130C	SHE3	divergent	-,+	129.8	122.89	252.69	0.71	251.98	131.28	124.87	256.15	2.7	253.45	285.15	271.6
2	501596	501915	320	501749.5	3077	YBR133C	HSL7	directional	-,-	950.07	568.56	1518.62	1.06	1517.57	959.94	573.99	1533.92	3.04	1530.88	1717.38	1640.5
2	502266	502614	349	502434	276	YBR133C	HSL7	NA	NA	63.67	72.55	136.22	1.15	135.06	72.55	78.97	151.52	3.14	148.38	152.85	159
2	504446	504774	329	504604	1079	YBR135W	CKS1	divergent	-,+	322.78	209.75	532.53	1.09	531.44	329.69	211.24	540.92	3.07	537.85	601.41	576.36
2	505427	505612	185	505513.5	252	YBR136W	MEC1	directional	+,+	76.5	47.87	124.37	0.61	123.76	81.93	54.78	136.71	2.6	134.11	140.05	143.72
2	515406	515656	251	515525	1185	YBR139W	null	divergent	-,+	405.2	179.65	584.85	0.83	584.01	407.17	183.6	590.77	2.82	587.95	660.91	630.05
2	526932	527139	208	527029.5	357	YBR141C	null	NA	NA	60.71	115.49	176.19	0.69	175.51	61.2	117.96	179.16	2.67	176.48	198.61	189.12
2	528067	528220	154	528137.5	191	YBR141C	null	divergent	-,+	49.85	44.42	94.27	0.51	93.76	51.33	44.91	96.24	2.49	93.75	106.1	100.46
2	532280	532504	225	532386	534	YBR143C	SUP45	divergent	-,+	165.34	98.21	263.55	0.74	262.81	166.82	101.18	267.99	2.73	265.26	297.41	284.26
2	533431	533638	208	533528.5	615	YBR145W	ADH5	divergent	-,+	189.52	114.01	303.53	0.69	302.84	195.44	122.89	318.33	2.67	315.66	342.71	338.26
2	534984	535170	187	535071	235	YBR146W	MRPS9	directional	+,+	43.43	72.55	115.98	0.62	115.36	43.43	73.04	116.48	2.6	113.87	130.55	122.03
2	536270	536364	95	536311	85	YBR146W	MRPS9	directional	+,+	7.4	34.55	41.95	0.31	41.64	13.82	39.48	53.3	2.3	51	47.12	54.65
2	537511	537737	227	537618	512	YBR147W	RTC2	directional	+,+	76.99	175.7	252.69	0.75	251.94	82.42	179.65	262.07	2.74	259.33	285.11	277.9
2	539730	539923	194	539820.5	403	YBR148W	YSW1	directional	+,+	104.63	94.27	198.9	0.64	198.25	106.11	95.75	201.86	2.63	199.23	224.36	213.5
2	544546	544911	366	544722.5	403	YBR150C	TBS1	divergent	-,+	129.8	69.1	198.9	1.21	197.69	132.27	70.58	202.85	3.2	199.65	223.71	213.94
2	546218	546262	45	546234	41	YBR152W	SPP381	directional	+,+	10.86	9.38	20.24	0.15	20.09	17.27	14.31	31.59	2.13	29.45	22.73	31.56
2	549160	549218	59	549183	31	YBR154C	RPB5	divergent	-,+	5.92	9.38	15.3	0.2	15.1	20.73	21.22	41.95	2.18	39.77	17.09	42.62
2	549539	549662	124	549594.5	105	YBR155W	CNS1	divergent	-,+	24.18	27.64	51.82	0.41	51.41	33.07	36.52	69.59	2.4	67.19	58.18	72
2	553323	553392	70	553351.5	44	YBR156C	SLI15	directional	-,-	14.31	7.4	21.72	0.23	21.48	26.16	13.82	39.98	2.22	37.76	24.31	40.46
2	554829	554930	102	554873.5	69	YBR157C	ICS2	divergent	-,+	19.25	14.81	34.05	0.34	33.72	42.44	34.55	76.99	2.32	74.67	38.16	80.02
2	555202	555906	705	555548	641	YBR158W	AMN1	divergent	-,+	182.12	134.24	316.36	2.33	314.03	197.91	149.05	346.96	4.32	342.64	355.37	367.18
2	561079	561267	189	561167	198	YBR160W	CDC28	directional	+,+	49.35	48.37	97.72	0.63	97.1	62.19	66.63	128.81	2.61	126.2	109.88	135.24
2	564916	565218	303	565062	1067	YBR162W-A	YSY6	divergent	-,+	296.12	230.48	526.61	1	525.61	303.53	238.87	542.4	2.99	539.41	594.81	578.04
2	568532	568702	171	568612	208	YBR164C	ARL1	divergent	-,+	49.35	53.3	102.66	0.57	102.09	53.8	57.25	111.05	2.55	108.5	115.53	116.26
2	578157	578248	92	578197.5	47	YBR170C	NPL4	divergent	-,+	10.36	12.83	23.2	0.3	22.89	22.21	22.7	44.91	2.29	42.62	25.91	45.67
2	581523	581687	165	581600	180	YBR173C	UMP1	directional	-,-	48.37	40.47	88.84	0.55	88.29	53.3	42.94	96.24	2.53	93.71	99.92	100.42
2	582183	582400	218	582286.5	661	YBR175W	SWD3	divergent	-,+	173.23	153	326.23	0.72	325.51	176.69	154.48	331.17	2.71	328.46	368.37	351.98
2	586267	586496	230	586376.5	546	YBR179C	FZO1	directional	-,-	142.63	126.84	269.47	0.76	268.71	143.13	128.81	271.94	2.75	269.19	304.09	288.47
2	589275	589398	124	589331.5	137	YBR179C	FZO1	divergent	-,+	23.69	43.93	67.62	0.41	67.2	28.63	51.33	79.95	2.4	77.56	76.05	83.11
2	595640	595933	294	595781.5	312	YBR182C-A	null	divergent	-,+	73.04	80.94	153.98	0.97	153.01	74.52	83.41	157.93	2.96	154.97	173.16	166.07
2	600072	600494	423	600278	297	YBR186W	PCH2	divergent	-,+	84.89	61.69	146.58	1.4	145.18	88.34	67.62	155.96	3.39	152.57	164.3	163.5
2	612018	612064	47	612036	53	YBR195C	MSI1	directional	-,-	7.4	18.75	26.16	0.16	26	9.87	24.68	34.55	2.14	32.41	29.43	34.73
2	614297	614358	62	614322.5	53	YBR196C-A	null	directional	-,-	13.33	12.83	26.16	0.21	25.95	24.68	19.74	44.42	2.19	42.23	29.37	45.25
2	615191	615255	65	615218	61	YBR197C	null	NA	NA	18.26	11.84	30.11	0.22	29.89	25.17	17.77	42.94	2.2	40.74	33.83	43.65
2	618590	618819	230	618699.5	608	YBR198C	TAF5	divergent	-,+	134.24	165.83	300.07	0.76	299.31	134.24	166.32	300.57	2.75	297.82	338.72	319.15
2	620556	620807	251	620676.5	302	YBR200W	BEM1	directional	+,+	48.37	100.68	149.05	0.83	148.22	52.32	102.16	154.48	2.82	151.66	167.73	162.52
2	624912	625542	630	625222.5	442	YBR201C-A	null	divergent	-,+	97.72	120.42	218.14	2.08	216.06	113.02	126.84	239.86	4.07	235.79	244.51	252.67
2	628532	628850	319	628686	251	YBR202W	MCM7	directional	+,+	41.46	82.42	123.88	1.06	122.82	52.81	96.24	149.05	3.04	146.01	138.99	156.46
2	633426	633605	180	633510.5	198	YBR205W	KTR3	divergent	-,+	55.28	42.44	97.72	0.6	97.13	63.67	51.33	114.99	2.58	112.41	109.91	120.46
2	634815	635080	266	634942.5	969	YBR205W	KTR3	directional	+,+	223.57	254.67	478.24	0.88	477.36	231.96	265.52	497.49	2.87	494.62	540.21	530.04
2	642475	643225	751	642845	5739	YBRCtau2	null	divergent	-,+	1632.14	1200.29	2832.43	2.49	2829.94	1638.06	1203.75	2841.81	4.47	2837.34	3202.55	3040.5
2	645415	645483	68	645444	41	YBR210W	ERV15	divergent	-,+	7.4	12.83	20.24	0.23	20.01	17.77	26.16	43.93	2.21	41.71	22.64	44.7
2	647247	647436	190	647336.5	208	YBR211C	AME1	divergent	-,+	46.39	56.26	102.66	0.63	102.03	46.39	60.71	107.1	2.61	104.48	115.46	111.97
2	650078	650286	209	650177	349	YBR213W	MET8	directional	+,+	103.15	69.1	172.25	0.69	171.55	106.6	75.02	181.62	2.68	178.95	194.14	191.76
2	651083	651370	288	651221.5	950	YBR213W	MET8	directional	+,+	244.8	224.07	468.86	0.95	467.91	252.2	236.41	488.61	2.94	485.67	529.52	520.44
2	653144	653268	125	653201	232	YBR215W	HPC2	directional	+,+	29.12	85.38	114.5	0.41	114.09	33.07	88.34	121.41	2.4	119.01	129.11	127.53
2	662271	662898	628	662579.5	2532	YBR219C	null	NA	NA	721.06	528.58	1249.64	2.08	1247.57	724.02	534.01	1258.03	4.06	1253.97	1411.83	1343.76
2	664762	664961	200	664856.5	364	YBR220C	null	directional_overlapping	-,-	62.68	116.97	179.65	0.66	178.99	73.54	124.37	197.91	2.65	195.26	202.55	209.24
2	666442	666652	211	666542	737	YBR222C	PCS60	NA	NA	174.71	189.03	363.74	0.7	363.04	178.17	191.49	369.66	2.68	366.98	410.84	393.26
2	668447	668881	435	668659	562	YBR223C	TDP1	NA	NA	124.87	152.5	277.37	1.44	275.93	130.29	158.43	288.72	3.42	285.3	312.26	305.73
2	670297	670449	153	670368	138	YBR223C	TDP1	divergent	-,+	26.16	41.95	68.11	0.51	67.6	29.12	44.42	73.54	2.49	71.05	76.5	76.13
2	679257	679456	200	679351.5	343	YBR229C	ROT2	directional	-,-	100.68	68.6	169.28	0.66	168.62	103.64	71.56	175.21	2.65	172.56	190.82	184.92
2	680048	680810	763	680424	1585	LSR1	LSR1	NA	NA	468.86	313.4	782.26	2.52	779.74	474.79	331.17	805.95	4.51	801.44	882.4	858.83
2	681920	682278	359	682094	621	YBR231C	SWC5	convergent	+,-	131.78	174.71	306.49	1.19	305.3	139.67	183.6	323.27	3.17	320.1	345.5	343.02
2	683140	683301	162	683215.5	165	YBR231C	SWC5	divergent	-,+	26.65	54.78	81.43	0.54	80.9	31.59	61.2	92.79	2.52	90.26	91.55	96.73
2	684819	684932	114	684870.5	96	YBR233W-A	DAD3	directional	+,+	22.7	24.68	47.38	0.38	47	26.65	26.65	53.3	2.36	50.94	53.19	54.59
2	686667	686783	117	686720	169	YBR234C	ARC40	divergent	-,+	32.57	50.83	83.41	0.39	83.02	34.55	53.8	88.34	2.37	85.97	93.95	92.13
2	697467	698091	625	697774	2030	YBR238C	null	directional	-,-	509.83	492.06	1001.89	2.07	999.82	513.28	497	1010.28	4.05	1006.22	1131.46	1078.27
2	700163	700285	123	700219	111	YBR240C	THI2	directional	-,-	27.64	27.14	54.78	0.41	54.38	32.08	35.53	67.62	2.39	65.22	61.54	69.89
2	702100	703400	1301	702745	2928	YBR241C	null	NA	NA	686.51	758.57	1445.09	4.31	1440.78	695.4	770.42	1465.82	6.29	1459.52	1630.48	1564.03
2	704188	704466	279	704322	391	ARS222	null	divergent	-,+	90.32	102.66	192.97	0.92	192.05	92.79	111.05	203.83	2.91	200.92	217.34	215.31
2	706829	707334	506	707076.5	536	YBR243C	ALG7	divergent	-,+	130.29	134.24	264.54	1.67	262.86	133.26	136.22	269.47	3.66	265.81	297.47	284.85
2	711412	711530	119	711466	133	YBR245C	ISW1	NA	NA	39.98	25.66	65.64	0.39	65.25	42.94	30.6	73.54	2.38	71.16	73.84	76.25
2	716581	716778	198	716674.5	246	YBR249C	ARO4	directional	-,-	43.43	77.98	121.41	0.66	120.76	45.41	77.98	123.39	2.64	120.74	136.66	129.39
2	718163	718962	800	718557.5	2969	YBR250W	SPO23	divergent	-,+	699.84	765.48	1465.32	2.65	1462.67	709.22	776.83	1486.05	4.63	1481.42	1655.26	1587.49
2	721173	721258	86	721210.5	65	YBR251W	MRPS5	directional	+,+	16.29	15.79	32.08	0.28	31.8	24.18	19.74	43.93	2.27	41.66	35.98	44.64
2	722426	722580	155	722498	139	YBR252W	DUT1	directional	+,+	24.18	44.42	68.6	0.51	68.09	29.61	49.35	78.97	2.5	76.47	77.05	81.94
2	723044	723213	170	723123.5	261	YBR252W	DUT1	directional	+,+	46.89	81.93	128.81	0.56	128.25	58.24	84.4	142.63	2.55	140.09	145.14	150.12
2	728155	728366	212	728255.5	278	YBR256C	RIB5	divergent	-,+	83.9	53.3	137.2	0.7	136.5	92.79	59.22	152.01	2.69	149.32	154.48	160.02
2	730181	730304	124	730237.5	112	YBR258C	SHG1	divergent	-,+	18.26	37.02	55.28	0.41	54.87	23.69	44.42	68.11	2.4	65.71	62.09	70.42
2	731401	731480	80	731435.5	59	YBR259W	null	NA	NA	13.82	15.3	29.12	0.26	28.85	19.25	19.74	38.99	2.25	36.74	32.65	39.37
2	734618	735006	389	734807	488	YBR261C	TAE1	directional	-,-	132.27	108.58	240.85	1.29	239.56	143.62	124.87	268.49	3.27	265.21	271.1	284.2
2	735522	735709	188	735610.5	456	YBR261C	TAE1	directional	-,-	142.63	82.42	225.05	0.62	224.43	151.02	96.24	247.26	2.61	244.66	253.98	262.17
2	736018	736271	254	736139.5	527	YBR263W	SHM1	divergent	-,+	134.24	125.85	260.1	0.84	259.26	143.62	141.65	285.27	2.83	282.44	293.39	302.66
2	738342	738594	253	738463	782	YBR265W	TSC10	divergent	-,+	166.32	219.63	385.95	0.84	385.11	181.13	232.46	413.59	2.82	410.76	435.82	440.18
2	739636	739854	219	739740	371	YBR267W	REI1	directional	+,+	143.13	39.98	183.1	0.72	182.38	153	49.85	202.85	2.71	200.14	206.39	214.47
2	741085	741325	241	741200	589	YBR268W	MRPL37	directional	+,+	125.36	165.34	290.7	0.8	289.9	130.79	169.78	300.57	2.78	297.78	328.07	319.11
2	741679	741814	136	741741.5	154	ARS224	null	convergent	+,-	21.72	54.29	76.01	0.45	75.56	34.05	60.21	94.27	2.44	91.83	85.5	98.41
2	742567	742760	194	742658.5	210	YBR269C	FMP21	directional	-,-	52.81	50.83	103.64	0.64	103	65.15	58.24	123.39	2.63	120.76	116.56	129.4
2	744410	744812	403	744606	582	YBR270C	BIT2	divergent	-,+	120.92	166.32	287.24	1.33	285.91	125.85	172.25	298.1	3.32	294.78	323.55	315.89
2	745877	745943	67	745905	55	YBR271W	null	NA	NA	17.27	9.87	27.14	0.22	26.92	38	27.14	65.15	2.21	62.94	30.47	67.45
2	747830	747984	155	747902	175	YBR272C	HSM3	directional	-,-	44.91	41.46	86.37	0.51	85.86	51.82	46.39	98.21	2.5	95.72	97.16	102.57
2	749397	749523	127	749455	96	YBR273C	UBX7	divergent	-,+	21.22	26.16	47.38	0.42	46.96	27.64	37.51	65.15	2.41	62.74	53.14	67.23
2	757261	757424	165	757338	150	ARS225	null	directional	-,-	32.08	41.95	74.03	0.55	73.49	40.47	51.82	92.29	2.53	89.76	83.16	96.19
2	760127	760348	222	760233.5	296	YBR278W	DPB3	divergent	-,+	74.03	72.06	146.09	0.73	145.35	80.94	76.99	157.93	2.72	155.21	164.49	166.33
2	760889	761198	310	761039.5	453	YBR278W	DPB3	directional	+,+	88.84	134.74	223.57	1.03	222.55	92.29	136.71	229	3.01	225.99	251.85	242.17
2	767673	768167	495	767916	326	YBR281C	DUG2	divergent	-,+	77.98	82.91	160.89	1.64	159.26	82.42	86.37	168.79	3.62	165.17	180.22	176.99
2	770640	770872	233	770752	246	YBR283C	SSH1	divergent	-,+	57.74	63.67	121.41	0.77	120.64	92.29	78.97	171.26	2.76	168.5	136.52	180.57
2	771094	771214	121	771150	80	YBR284W	null	divergent	-,+	27.64	11.84	39.48	0.4	39.08	78.47	39.98	118.45	2.39	116.06	44.23	124.37
2	773529	773788	260	773654.5	301	YBR284W	null	directional	+,+	98.21	50.34	148.56	0.86	147.7	101.67	55.28	156.95	2.85	154.1	167.14	165.13
2	774505	774606	102	774551.5	62	YBR286W	APE3	directional	+,+	9.87	20.73	30.6	0.34	30.26	22.7	30.11	52.81	2.32	50.49	34.25	54.1
2	776304	776495	192	776395.5	196	YBR286W	APE3	directional	+,+	49.35	47.38	96.73	0.64	96.1	50.83	48.37	99.2	2.62	96.58	108.75	103.5
2	784680	784859	180	784765.5	177	YBR291C	CTP1	divergent	-,+	42.44	44.91	87.36	0.6	86.76	62.68	59.72	122.4	2.58	119.82	98.18	128.4
2	786439	786610	172	786520.5	236	YBR293W	VBA2	divergent	-,+	62.19	54.29	116.48	0.57	115.91	76.5	65.64	142.14	2.55	139.59	131.17	149.58
2	786887	787011	125	786944	107	YBR293W	VBA2	divergent	-,+	25.66	27.14	52.81	0.41	52.4	31.59	34.55	66.13	2.4	63.74	59.29	68.3
2	788735	788859	125	788792	120	YBR293W	VBA2	directional	+,+	21.22	38	59.22	0.41	58.81	29.61	52.32	81.93	2.4	79.53	66.55	85.22
2	792209	792331	122	792264.5	77	ARS228	null	directional	+,+	24.68	13.33	38	0.4	37.6	65.15	43.93	109.07	2.39	106.68	42.55	114.32
2	792562	792708	147	792629	177	YBR295W	PCA1	directional	+,+	50.83	36.52	87.36	0.49	86.87	67.62	50.34	117.96	2.47	115.48	98.31	123.75
2	798808	799187	380	798991.5	570	YBR296C	PHO89	directional	-,-	130.29	151.02	281.32	1.26	280.06	135.23	155.47	290.7	3.24	287.45	316.93	308.04
2	800217	800368	152	800286.5	158	YBR296C-A	null	divergent	-,+	30.6	47.38	77.98	0.5	77.48	43.43	49.85	93.28	2.49	90.79	87.68	97.29
2	804930	805076	147	804997	173	YBR298C-A	null	directional	-,-	37.51	47.87	85.38	0.49	84.9	39.98	51.82	91.8	2.47	89.33	96.07	95.72
3	38913	39084	172	38998.5	260	ARS305	ARS305	directional	-,-	66.63	61.69	128.32	0.57	127.75	78.97	71.56	150.53	2.55	147.98	144.57	158.57
3	39459	39625	167	39542	133	ARS305	ARS305	directional	-,-	30.11	35.53	65.64	0.55	65.09	45.9	50.83	96.73	2.54	94.2	73.66	100.94
3	40760	40974	215	40867	866	YCL049C	null	divergent	-,+	209.26	218.14	427.41	0.71	426.69	215.68	223.57	439.25	2.7	436.55	482.88	467.81
3	41885	42049	165	41967	206	YCL048W	SPS22	directional	+,+	47.87	53.8	101.67	0.55	101.12	55.28	66.13	121.41	2.53	118.88	114.44	127.39
3	44480	44522	43	44501	38	YCL047C	null	directional	-,-	8.39	10.36	18.75	0.14	18.61	14.31	16.78	31.09	2.13	28.97	21.06	31.04
3	50388	50473	86	50430.5	51	YCL042W	null	divergent_overlapping	-,+	13.82	11.35	25.17	0.28	24.89	36.52	26.16	62.68	2.27	60.41	28.16	64.74
3	50817	50872	56	50844.5	46	YCL042W	null	NA	NA	5.43	17.27	22.7	0.19	22.52	27.64	33.56	61.2	2.17	59.03	25.48	63.26
3	51738	51827	90	51782.5	67	YCL040W	GLK1	NA	NA	20.24	12.83	33.07	0.3	32.77	51.33	37.02	88.34	2.28	86.06	37.08	92.22
3	52435	52486	52	52460.5	45	YCL040W	GLK1	directional_overlapping	+,+	10.86	11.35	22.21	0.17	22.04	22.21	25.17	47.38	2.16	45.22	24.94	48.46
3	56654	56849	196	56751.5	515	YCL038C	ATG22	directional	-,-	132.27	121.9	254.17	0.65	253.52	136.71	129.8	266.51	2.63	263.88	286.91	282.77
3	58872	58966	95	58919	67	YCL036W	GFD2	divergent	-,+	18.75	14.31	33.07	0.31	32.75	24.18	21.72	45.9	2.3	43.6	37.07	46.72
3	61244	61591	348	61417.5	339	YCL034W	LSB5	divergent	-,+	83.9	83.41	167.31	1.15	166.16	86.86	85.38	172.25	3.14	169.11	188.04	181.22
3	65584	65690	107	65637	261	YCL031C	RRP7	directional	-,-	58.73	70.08	128.81	0.35	128.46	60.21	74.52	134.74	2.34	132.4	145.37	141.88
