chr	type	start	stop	orientation	sysname	genename
2	gene	90605	90925	-	YBL070C	Dubious_ORF
2	CDS	90605	90925	-		
2	mRNA	90605	90925	-	YBL070C_mRNA	
2	gene	90741	92030	+	YBL069W	AST1
2	CDS	90741	92030	+		
2	mRNA	90741	92030	+	YBL069W_mRNA	
2	gene	91794	92030	+	YBL068W-A	Dubious_ORF
2	CDS	91794	92030	+		
2	mRNA	91794	92030	+	YBL068W-A_mRNA	
2	gene	92414	93394	+	YBL068W	PRS4
2	CDS	92414	93394	+		
2	mRNA	92414	93394	+	YBL068W_mRNA	
2	ARS	93435	93519	.	ARS203	
2	gene	93639	95882	-	YBL067C	UBP13
2	CDS	93639	95882	-		
2	mRNA	93639	95882	-	YBL067C_mRNA	
2	gene	96669	100115	-	YBL066C	SEF1
2	CDS	96669	100115	-		
2	mRNA	96669	100115	-	YBL066C_mRNA	
2	gene	99963	100307	+	YBL065W	Dubious_ORF
2	CDS	99963	100307	+		
2	mRNA	99963	100307	+	YBL065W_mRNA	
2	gene	100371	101156	-	YBL064C	PRX1
2	CDS	100371	101156	-		
2	mRNA	100371	101156	-	YBL064C_mRNA	
2	gene	101886	105221	+	YBL063W	KIP1
2	CDS	101886	105221	+		
2	mRNA	101886	105221	+	YBL063W_mRNA	
2	gene	105308	105688	+	YBL062W	Dubious_ORF
2	CDS	105308	105688	+		
2	mRNA	105308	105688	+	YBL062W_mRNA	
2	gene	105316	107406	-	YBL061C	SKT5
2	CDS	105316	107406	-		
2	mRNA	105316	107406	-	YBL061C_mRNA	
2	gene	107932	109995	+	YBL060W	YEL1
2	CDS	107932	109995	+		
2	mRNA	107932	109995	+	YBL060W_mRNA	
2	gene	110125	110539	-	YBL059C-A	CMC2
2	CDS	110125	110420	-		
2	CDS	110506	110539	-		
2	intron	110421	110505	-		
2	mRNA	110125	110539	-	YBL059C-A_mRNA	
2	gene	110594	111244	+	YBL059W	Dubious_ORF
2	CDS	110594	110879	+		
2	CDS	110949	111244	+		
2	intron	110880	110948	+		
2	mRNA	110594	111244	+	YBL059W_mRNA	
2	gene	111437	112708	+	YBL058W	SHP1
2	CDS	111437	112708	+		
2	mRNA	111437	112708	+	YBL058W_mRNA	
2	gene	112801	113427	-	YBL057C	PTH2
2	CDS	112801	113427	-		
2	mRNA	112801	113427	-	YBL057C_mRNA	
2	gene	113762	115168	+	YBL056W	PTC3
2	CDS	113762	115168	+		
2	mRNA	113762	115168	+	YBL056W_mRNA	
2	gene	115573	116829	-	YBL055C	Dubious_ORF
2	CDS	115573	116829	-		
2	mRNA	115573	116829	-	YBL055C_mRNA	
2	gene	117589	119166	+	YBL054W	TOD6
2	CDS	117589	119166	+		
2	mRNA	117589	119166	+	YBL054W_mRNA	
2	gene	119335	119709	+	YBL053W	Dubious_ORF
2	CDS	119335	119709	+		
2	mRNA	119335	119709	+	YBL053W_mRNA	
2	gene	119379	121874	-	YBL052C	SAS3
2	CDS	119379	121874	-		
2	mRNA	119379	121874	-	YBL052C_mRNA	
2	gene	122753	124759	-	YBL051C	PIN4
2	CDS	122753	124759	-		
2	mRNA	122753	124759	-	YBL051C_mRNA	
2	gene	125125	126119	+	YBL050W	SEC17
2	CDS	125125	125154	+		
2	CDS	125271	126119	+		
2	intron	125155	125270	+		
2	mRNA	125125	126119	+	YBL050W_mRNA	
2	gene	126828	127244	+	YBL049W	MOH1
2	CDS	126828	127244	+		
2	mRNA	126828	127244	+	YBL049W_mRNA	
2	gene	127299	127610	+	YBL048W	RRT1
2	CDS	127299	127610	+		
2	mRNA	127299	127610	+	YBL048W_mRNA	
2	gene	127895	132040	-	YBL047C	EDE1
2	CDS	127895	132040	-		
2	mRNA	127895	132040	-	YBL047C_mRNA	
2	gene	132424	133749	+	YBL046W	PSY4
2	CDS	132424	133749	+		
2	mRNA	132424	133749	+	YBL046W_mRNA	
2	gene	134143	135516	-	YBL045C	COR1
2	CDS	134143	135516	-		
2	mRNA	134143	135516	-	YBL045C_mRNA	
2	gene	135998	136366	+	YBL044W	Dubious_ORF
2	CDS	135998	136366	+		
2	mRNA	135998	136366	+	YBL044W_mRNA	
2	gene	136688	137461	+	YBL043W	ECM13
2	CDS	136688	137461	+		
2	mRNA	136688	137461	+	YBL043W_mRNA	
2	gene	138341	140260	-	YBL042C	FUI1
2	CDS	138341	140260	-		
2	mRNA	138341	140260	-	YBL042C_mRNA	
2	gene	141247	141972	+	YBL041W	PRE7
2	CDS	141247	141972	+		
2	mRNA	141247	141972	+	YBL041W_mRNA	
2	gene	142112	142868	-	YBL040C	ERD2
2	CDS	142112	142749	-		
2	CDS	142847	142868	-		
2	intron	142750	142846	-		
2	mRNA	142112	142868	-	YBL040C_mRNA	
2	gene	143393	143572	+	YBL039W-B	Dubious_ORF
2	CDS	143393	143572	+		
2	mRNA	143393	143572	+	YBL039W-B_mRNA	
2	ARS	143658	143745	.	ARS206	
2	gene	143989	145728	-	YBL039C	URA7
2	CDS	143989	145728	-		
2	mRNA	143989	145728	-	YBL039C_mRNA	
2	gene	144948	145031	-	YBL039C-A	Dubious_ORF
2	CDS	144948	145031	-		
2	mRNA	144948	145031	-	YBL039C-A_mRNA	
2	gene	146187	146885	+	YBL038W	MRPL16
2	CDS	146187	146885	+		
2	mRNA	146187	146885	+	YBL038W_mRNA	
2	gene	147209	150286	+	YBL037W	APL3
2	CDS	147209	150286	+		
2	mRNA	147209	150286	+	YBL037W_mRNA	
2	gene	150447	151220	-	YBL036C	Dubious_ORF
2	CDS	150447	151220	-		
2	mRNA	150447	151220	-	YBL036C_mRNA	
2	gene	151493	153610	-	YBL035C	POL12
2	CDS	151493	153610	-		
2	mRNA	151493	153610	-	YBL035C_mRNA	
2	gene	153848	158389	-	YBL034C	STU1
2	CDS	153848	158389	-		
2	mRNA	153848	158389	-	YBL034C_mRNA	
2	gene	158656	159693	-	YBL033C	RIB1
2	CDS	158656	159693	-		
2	mRNA	158656	159693	-	YBL033C_mRNA	
2	gene	160184	161329	+	YBL032W	HEK2
2	CDS	160184	161329	+		
2	mRNA	160184	161329	+	YBL032W_mRNA	
2	gene	161699	162715	+	YBL031W	SHE1
2	CDS	161699	162715	+		
2	mRNA	161699	162715	+	YBL031W_mRNA	
2	gene	163041	163997	-	YBL030C	PET9
2	CDS	163041	163997	-		
2	mRNA	163041	163997	-	YBL030C_mRNA	
2	gene	164488	164772	-	YBL029C-A	Dubious_ORF
2	CDS	164488	164772	-		
2	mRNA	164488	164772	-	YBL029C-A_mRNA	
2	gene	166134	167264	+	YBL029W	Dubious_ORF
2	CDS	166134	167264	+		
2	mRNA	166134	167264	+	YBL029W_mRNA	
2	gene	167518	167838	-	YBL028C	Dubious_ORF
2	CDS	167518	167838	-		
2	mRNA	167518	167838	-	YBL028C_mRNA	
2	gene	168423	169376	+	YBL027W	RPL19B
2	CDS	168423	168424	+		
2	CDS	168809	169376	+		
2	intron	168425	168808	+		
2	mRNA	168423	169376	+	YBL027W_mRNA	
2	ARS	170173	170279	.	ARS207	
2	ARS_consensus_sequence	170207	170223	-	ARS207_ARS_consensus_sequence	
2	gene	170623	171038	+	YBL026W	LSM2
2	CDS	170623	170676	+		
2	CDS	170805	171038	+		
2	intron	170677	170804	+		
2	mRNA	170623	171038	+	YBL026W_mRNA	
2	gene	171481	171918	+	YBL025W	RRN10
2	CDS	171481	171918	+		
2	mRNA	171481	171918	+	YBL025W_mRNA	
2	gene	172534	174588	+	YBL024W	NCL1
2	CDS	172534	174588	+		
2	mRNA	172534	174588	+	YBL024W_mRNA	
2	region	174920	177526	-		
2	gene	174920	177526	-	YBL023C	MCM2
2	CDS	174920	177526	-		
2	mRNA	174920	177526	-	YBL023C_mRNA	
2	gene	177874	181275	-	YBL022C	PIM1
2	CDS	177874	181275	-		
2	mRNA	177874	181275	-	YBL022C_mRNA	
2	gene	181660	182094	-	YBL021C	HAP3
2	CDS	181660	182094	-		
2	mRNA	181660	182094	-	YBL021C_mRNA	
2	gene	182401	184125	+	YBL020W	RFT1
2	CDS	182401	184125	+		
2	mRNA	182401	184125	+	YBL020W_mRNA	
2	gene	184353	185915	+	YBL019W	APN2
2	CDS	184353	185915	+		
2	mRNA	184353	185915	+	YBL019W_mRNA	
2	gene	185998	186474	-	YBL018C	POP8
2	CDS	185998	186352	-		
2	CDS	186428	186474	-		
2	intron	186353	186427	-		
2	mRNA	185998	186474	-	YBL018C_mRNA	
2	gene	186844	191583	-	YBL017C	PEP1
2	CDS	186844	191583	-		
2	mRNA	186844	191583	-	YBL017C_mRNA	
2	gene	192451	193512	+	YBL016W	FUS3
2	CDS	192451	193512	+		
2	mRNA	192451	193512	+	YBL016W_mRNA	
2	gene	194122	195702	+	YBL015W	ACH1
2	CDS	194122	195702	+		
2	mRNA	194122	195702	+	YBL015W_mRNA	
2	long_terminal_repeat	197016	197320	-	YBLCdelta7	
2	tRNA_gene	197494	197567	+	tI%28AAU%29B	
2	noncoding_exon	197494	197567	+		
2	tRNA_gene	197629	197699	-	tG%28GCC%29B	
2	noncoding_exon	197629	197699	-		
2	long_terminal_repeat	197714	198054	+	YBLWsigma1	
2	ARS	198313	198473	.	ARS231	
2	ARS_consensus_sequence	198369	198385	-	ARS231_ARS_consensus_sequence	
2	gene	199064	201748	-	YBL014C	RRN6
2	CDS	199064	201748	-		
2	mRNA	199064	201748	-	YBL014C_mRNA	
2	gene	202056	203261	+	YBL013W	FMT1
2	CDS	202056	203261	+		
2	mRNA	202056	203261	+	YBL013W_mRNA	
2	gene	203406	203807	-	YBL012C	Dubious_ORF
2	CDS	203406	203807	-		
2	mRNA	203406	203807	-	YBL012C_mRNA	
2	gene	203538	205817	+	YBL011W	SCT1
2	CDS	203538	205817	+		
2	mRNA	203538	205817	+	YBL011W_mRNA	
2	gene	206107	206949	-	YBL010C	Dubious_ORF
2	CDS	206107	206949	-		
2	mRNA	206107	206949	-	YBL010C_mRNA	
2	gene	207194	209224	+	YBL009W	ALK2
2	CDS	207194	209224	+		
2	mRNA	207194	209224	+	YBL009W_mRNA	
2	gene	209409	209648	+	YBL008W-A	Dubious_ORF
2	CDS	209409	209648	+		
2	mRNA	209409	209648	+	YBL008W-A_mRNA	
2	gene	209653	212175	+	YBL008W	HIR1
2	CDS	209653	212175	+		
2	mRNA	209653	212175	+	YBL008W_mRNA	
2	gene	212632	216366	-	YBL007C	SLA1
2	CDS	212632	216366	-		
2	mRNA	212632	216366	-	YBL007C_mRNA	
2	gene	216587	217129	-	YBL006C	LDB7
2	CDS	216587	217129	-		
2	mRNA	216587	217129	-	YBL006C_mRNA	
2	gene	216711	216860	+	YBL006W-A	Dubious_ORF
2	CDS	216711	216860	+		
2	mRNA	216711	216860	+	YBL006W-A_mRNA	
2	gene	217470	220400	+	YBL005W	PDR3
2	CDS	217470	220400	+		
2	mRNA	217470	220400	+	YBL005W_mRNA	
2	long_terminal_repeat	220895	221036	+	YBLWdelta8	
2	long_terminal_repeat	221037	221370	+	YBLWdelta9	
2	LTR_retrotransposon	221037	226952	+	YBLWTy1-1	
2	transposable_element_gene	221330	222652	+	YBL005W-A	
2	CDS	221330	222652	+		
2	transposable_element_gene	221330	226598	+	YBL005W-B	
2	CDS	221330	222634	+		
2	CDS	222636	226598	+		
2	plus_1_translational_frameshift	222635	222635	+		
2	long_terminal_repeat	226621	226952	+	YBLWdelta10	
2	tRNA_gene	227075	227156	+	tS%28AGA%29B	
2	noncoding_exon	227075	227156	+		
2	gene	227636	235117	+	YBL004W	UTP20
2	CDS	227636	235117	+		
2	mRNA	227636	235117	+	YBL004W_mRNA	
2	gene	235394	235792	-	YBL003C	HTA2
2	CDS	235394	235792	-		
2	mRNA	235394	235792	-	YBL003C_mRNA	
2	gene	236492	236887	+	YBL002W	HTB2
2	CDS	236492	236887	+		
2	mRNA	236492	236887	+	YBL002W_mRNA	
2	gene	237153	237467	-	YBL001C	ECM15
2	CDS	237153	237467	-		
2	mRNA	237153	237467	-	YBL001C_mRNA	
2	ARS	237787	237900	.	ARS208	
2	ARS_consensus_sequence	237819	237835	-	ARS208_ARS_consensus_sequence	
2	centromere	238207	238323	+	CEN2	CEN2
2	centromere_DNA_Element_I	238207	238216	+		
2	centromere_DNA_Element_II	238217	238298	+		
2	centromere_DNA_Element_III	238299	238323	+		
2	gene	238941	241283	-	YBR001C	NTH2
2	CDS	238941	241283	-		
2	mRNA	238941	241283	-	YBR001C_mRNA	
2	gene	241708	242568	-	YBR002C	RER2
2	CDS	241708	242568	-		
2	mRNA	241708	242568	-	YBR002C_mRNA	
2	gene	242809	244230	+	YBR003W	COQ1
2	CDS	242809	244230	+		
2	mRNA	242809	244230	+	YBR003W_mRNA	
2	gene	244366	245667	-	YBR004C	GPI18
2	CDS	244366	245667	-		
2	mRNA	244366	245667	-	YBR004C_mRNA	
2	gene	245906	246547	+	YBR005W	RCR1
2	CDS	245906	246547	+		
2	mRNA	245906	246547	+	YBR005W_mRNA	
2	gene	247010	248503	+	YBR006W	UGA2
2	CDS	247010	248503	+		
2	mRNA	247010	248503	+	YBR006W_mRNA	
2	gene	248806	251016	-	YBR007C	DSF2
2	CDS	248806	251016	-		
2	mRNA	248806	251016	-	YBR007C_mRNA	
2	gene	252563	254209	-	YBR008C	FLR1
2	CDS	252563	254209	-		
2	mRNA	252563	254209	-	YBR008C_mRNA	
2	ARS	254998	255083	.	ARS209	ARS209
2	ARS_consensus_sequence	255025	255041	-	ARS209_ARS_consensus_sequence	
2	gene	255373	255684	-	YBR009C	HHF1
2	CDS	255373	255684	-		
2	mRNA	255373	255684	-	YBR009C_mRNA	
2	gene	256331	256741	+	YBR010W	HHT1
2	CDS	256331	256741	+		
2	mRNA	256331	256741	+	YBR010W_mRNA	
2	gene	257112	257975	-	YBR011C	IPP1
2	CDS	257112	257975	-		
2	mRNA	257112	257975	-	YBR011C_mRNA	
2	long_terminal_repeat	258670	258976	-	YBRCdelta11	
2	gene	259147	259566	-	YBR012C	Dubious_ORF
2	CDS	259147	259566	-		
2	mRNA	259147	259566	-	YBR012C_mRNA	
2	long_terminal_repeat	259578	259909	+	YBRWdelta12	
2	LTR_retrotransposon	259578	265494	+	YBRWTy1-2	
2	transposable_element_gene	259869	261191	+	YBR012W-A	
2	CDS	259869	261191	+		
2	transposable_element_gene	259869	265140	+	YBR012W-B	
2	CDS	259869	261173	+		
2	CDS	261175	265140	+		
2	plus_1_translational_frameshift	261174	261174	+		
2	long_terminal_repeat	265163	265494	+	YBRWdelta13	
2	gene	265492	265881	-	YBR013C	Dubious_ORF
2	CDS	265492	265881	-		
2	mRNA	265492	265881	-	YBR013C_mRNA	
2	long_terminal_repeat	266178	266256	-	YBRCdelta14	
2	tRNA_gene	266378	266450	+	tT%28AGU%29B	
2	noncoding_exon	266378	266450	+		
2	gene	266725	267336	-	YBR014C	GRX7
2	CDS	266725	267336	-		
2	mRNA	266725	267336	-	YBR014C_mRNA	
2	gene	267710	269503	-	YBR015C	MNN2
2	CDS	267710	269503	-		
2	mRNA	267710	269503	-	YBR015C_mRNA	
2	gene	270247	270633	+	YBR016W	Dubious_ORF
2	CDS	270247	270633	+		
2	mRNA	270247	270633	+	YBR016W_mRNA	
2	gene	270947	273703	-	YBR017C	KAP104
2	CDS	270947	273703	-		
2	mRNA	270947	273703	-	YBR017C_mRNA	
2	gene	274427	275527	-	YBR018C	GAL7
2	CDS	274427	275527	-		
2	mRNA	274427	275527	-	YBR018C_mRNA	
2	gene	276253	278352	-	YBR019C	GAL10
2	CDS	276253	278352	-		
2	mRNA	276253	278352	-	YBR019C_mRNA	
2	gene	279021	280607	+	YBR020W	GAL1
2	CDS	279021	280607	+		
2	mRNA	279021	280607	+	YBR020W_mRNA	
2	gene	281443	283344	+	YBR021W	FUR4
2	CDS	281443	283344	+		
2	mRNA	281443	283344	+	YBR021W_mRNA	
2	gene	283738	284271	+	YBR022W	POA1
2	CDS	283738	284271	+		
2	mRNA	283738	284271	+	YBR022W_mRNA	
2	gene	284428	287925	-	YBR023C	CHS3
2	CDS	284428	287925	-		
2	mRNA	284428	287925	-	YBR023C_mRNA	
2	gene	289445	290350	+	YBR024W	SCO2
2	CDS	289445	290350	+		
2	mRNA	289445	290350	+	YBR024W_mRNA	
2	gene	290681	291865	-	YBR025C	OLA1
2	CDS	290681	291865	-		
2	mRNA	290681	291865	-	YBR025C_mRNA	
2	gene	292877	294019	-	YBR026C	ETR1
2	CDS	292877	294019	-		
2	mRNA	292877	294019	-	YBR026C_mRNA	
2	gene	294024	294356	-	YBR027C	Dubious_ORF
2	CDS	294024	294356	-		
2	mRNA	294024	294356	-	YBR027C_mRNA	
2	gene	294425	296002	-	YBR028C	YPK3
2	CDS	294425	296002	-		
2	mRNA	294425	296002	-	YBR028C_mRNA	
2	gene	296369	297742	-	YBR029C	CDS1
2	CDS	296369	297742	-		
2	mRNA	296369	297742	-	YBR029C_mRNA	
2	gene	298292	299950	+	YBR030W	RKM3
2	CDS	298292	299950	+		
2	mRNA	298292	299950	+	YBR030W_mRNA	
2	gene	300166	301254	+	YBR031W	RPL4A
2	CDS	300166	301254	+		
2	mRNA	300166	301254	+	YBR031W_mRNA	
2	gene	301519	301821	+	YBR032W	Dubious_ORF
2	CDS	301519	301821	+		
2	mRNA	301519	301821	+	YBR032W_mRNA	
2	gene	301944	304703	+	YBR033W	EDS1
2	CDS	301944	304703	+		
2	mRNA	301944	304703	+	YBR033W_mRNA	
2	gene	304930	305976	-	YBR034C	HMT1
2	CDS	304930	305976	-		
2	mRNA	304930	305976	-	YBR034C_mRNA	
2	gene	306269	306955	-	YBR035C	PDX3
2	CDS	306269	306955	-		
2	mRNA	306269	306955	-	YBR035C_mRNA	
2	snoRNA_gene	307185	307345	-	snR161	SNR161
2	noncoding_exon	307185	307345	-		
2	telomerase_RNA_gene	307587	308887	+	TLC1	TLC1
2	noncoding_exon	307587	308887	+		
2	gene	309081	310313	-	YBR036C	CSG2
2	CDS	309081	310313	-		
2	mRNA	309081	310313	-	YBR036C_mRNA	
2	gene	310565	311452	-	YBR037C	SCO1
2	CDS	310565	311452	-		
2	mRNA	310565	311452	-	YBR037C_mRNA	
2	gene	311898	314789	+	YBR038W	CHS2
2	CDS	311898	314789	+		
2	mRNA	311898	314789	+	YBR038W_mRNA	
2	gene	315575	316510	+	YBR039W	ATP3
2	CDS	315575	316510	+		
2	mRNA	315575	316510	+	YBR039W_mRNA	
2	gene	316968	317864	+	YBR040W	FIG1
2	CDS	316968	317864	+		
2	mRNA	316968	317864	+	YBR040W_mRNA	
2	gene	318266	320275	+	YBR041W	FAT1
2	CDS	318266	320275	+		
2	mRNA	318266	320275	+	YBR041W_mRNA	
2	gene	320416	321609	-	YBR042C	CST26
2	CDS	320416	321609	-		
2	mRNA	320416	321609	-	YBR042C_mRNA	
2	gene	321876	323945	-	YBR043C	QDR3
2	CDS	321876	323945	-		
2	mRNA	321876	323945	-	YBR043C_mRNA	
2	gene	324341	326059	-	YBR044C	TCM62
2	CDS	324341	326059	-		
2	mRNA	324341	326059	-	YBR044C_mRNA	
2	ARS	326140	326375	.	ARS211	
2	ARS_consensus_sequence	326153	326169	+	ARS211_ARS_consensus_sequence	
2	tRNA_gene	326792	326865	-	tV%28UAC%29B	
2	noncoding_exon	326792	326865	-		
2	long_terminal_repeat	327069	327394	+	YBRWdelta15	
2	long_terminal_repeat	327390	327704	+	YBRWdelta16	
2	gene	328173	330092	-	YBR045C	GIP1
2	CDS	328173	330092	-		
2	mRNA	328173	330092	-	YBR045C_mRNA	
2	gene	330507	331511	-	YBR046C	ZTA1
2	CDS	330507	331511	-		
2	mRNA	330507	331511	-	YBR046C_mRNA	
2	gene	331833	332360	+	YBR047W	FMP23
2	CDS	331833	332360	+		
2	mRNA	331833	332360	+	YBR047W_mRNA	
2	gene	332831	333812	+	YBR048W	RPS11B
2	CDS	332831	332875	+		
2	CDS	333387	333812	+		
2	intron	332876	333386	+		
2	mRNA	332831	333812	+	YBR048W_mRNA	
2	gene	334386	336818	-	YBR049C	REB1
2	CDS	334386	336818	-		
2	mRNA	334386	336818	-	YBR049C_mRNA	
2	gene	337183	338199	-	YBR050C	REG2
2	CDS	337183	338199	-		
2	mRNA	337183	338199	-	YBR050C_mRNA	
2	gene	337988	338338	+	YBR051W	Dubious_ORF
2	CDS	337988	338338	+		
2	mRNA	337988	338338	+	YBR051W_mRNA	
2	gene	338720	339352	-	YBR052C	RFS1
2	CDS	338720	339352	-		
2	mRNA	338720	339352	-	YBR052C_mRNA	
2	gene	339675	340751	-	YBR053C	Dubious_ORF
2	CDS	339675	340751	-		
2	mRNA	339675	340751	-	YBR053C_mRNA	
2	gene	343101	344135	+	YBR054W	YRO2
2	CDS	343101	344135	+		
2	mRNA	343101	344135	+	YBR054W_mRNA	
2	gene	344602	347301	-	YBR055C	PRP6
2	CDS	344602	347301	-		
2	mRNA	344602	347301	-	YBR055C_mRNA	
2	tRNA_gene	347603	347686	+	tL%28UAA%29B2	
2	noncoding_exon	347603	347686	+		
2	gene	347879	349384	+	YBR056W	Dubious_ORF
2	CDS	347879	349384	+		
2	mRNA	347879	349384	+	YBR056W_mRNA	
2	long_terminal_repeat	350459	350751	+	YBRWdelta17	
2	tRNA_gene	350827	350898	+	tQ%28UUG%29B	
2	noncoding_exon	350827	350898	+		
2	gene	351255	351455	+	YBR056W-A	Dubious_ORF
2	CDS	351255	351455	+		
2	mRNA	351255	351455	+	YBR056W-A_mRNA	
2	gene	351293	351451	-	YBR056C-B	Dubious_ORF
2	CDS	351293	351451	-		
2	mRNA	351293	351451	-	YBR056C-B_mRNA	
2	gene	352193	353293	-	YBR057C	MUM2
2	CDS	352193	353293	-		
2	mRNA	352193	353293	-	YBR057C_mRNA	
2	gene	353672	356017	-	YBR058C	UBP14
2	CDS	353672	356017	-		
2	mRNA	353672	356017	-	YBR058C_mRNA	
2	gene	356324	356566	-	YBR058C-A	TSC3
2	CDS	356324	356566	-		
2	mRNA	356324	356566	-	YBR058C-A_mRNA	
2	gene	356861	360187	-	YBR059C	AKL1
2	CDS	356861	360187	-		
2	mRNA	356861	360187	-	YBR059C_mRNA	
2	gene	360652	362514	-	YBR060C	ORC2
2	CDS	360652	362514	-		
2	mRNA	360652	362514	-	YBR060C_mRNA	
2	gene	364787	365719	-	YBR061C	TRM7
2	CDS	364787	365719	-		
2	mRNA	364787	365719	-	YBR061C_mRNA	
2	gene	365976	366600	-	YBR062C	Dubious_ORF
2	CDS	365976	366502	-		
2	CDS	366585	366600	-		
2	intron	366503	366584	-		
2	mRNA	365976	366600	-	YBR062C_mRNA	
2	gene	366970	368184	-	YBR063C	Dubious_ORF
2	CDS	366970	368184	-		
2	mRNA	366970	368184	-	YBR063C_mRNA	
2	gene	367763	368191	+	YBR064W	Dubious_ORF
2	CDS	367763	368191	+		
2	mRNA	367763	368191	+	YBR064W_mRNA	
2	gene	368584	369678	-	YBR065C	ECM2
2	CDS	368584	369678	-		
2	mRNA	368584	369678	-	YBR065C_mRNA	
2	gene	370037	370699	-	YBR066C	NRG2
2	CDS	370037	370699	-		
2	mRNA	370037	370699	-	YBR066C_mRNA	
2	gene	372103	372735	-	YBR067C	TIP1
2	CDS	372103	372735	-		
2	mRNA	372103	372735	-	YBR067C_mRNA	
2	gene	373861	375690	-	YBR068C	BAP2
2	CDS	373861	375690	-		
2	mRNA	373861	375690	-	YBR068C_mRNA	
2	gene	376574	378433	-	YBR069C	TAT1
2	CDS	376574	378433	-		
2	mRNA	376574	378433	-	YBR069C_mRNA	
2	ARS	379221	379912	.	ARS212	
2	gene	379221	379934	-	YBR070C	ALG14
2	CDS	379221	379934	-		
2	mRNA	379221	379934	-	YBR070C_mRNA	
2	gene	380411	381046	+	YBR071W	Dubious_ORF
2	CDS	380411	381046	+		
2	mRNA	380411	381046	+	YBR071W_mRNA	
2	gene	382030	382674	+	YBR072W	HSP26
2	CDS	382030	382674	+		
2	mRNA	382030	382674	+	YBR072W_mRNA	
2	gene	382860	383021	-	YBR072C-A	Dubious_ORF
2	CDS	382860	383021	-		
2	mRNA	382860	383021	-	YBR072C-A_mRNA	
2	gene	383112	385988	+	YBR073W	RDH54
2	CDS	383112	385988	+		
2	mRNA	383112	385988	+	YBR073W_mRNA	
2	gene	386286	389216	+	YBR074W	PFF1
2	CDS	386286	389216	+		
2	mRNA	386286	389216	+	YBR074W_mRNA	
2	ARS	389212	390371	.	ARS213	
2	gene	390227	391291	+	YBR076W	ECM8
2	CDS	390227	391291	+		
2	mRNA	390227	391291	+	YBR076W_mRNA	
2	gene	391351	391617	-	YBR076C-A	Dubious_ORF
2	CDS	391351	391617	-		
2	mRNA	391351	391617	-	YBR076C-A_mRNA	
2	gene	391805	392293	-	YBR077C	SLM4
2	CDS	391805	392293	-		
2	mRNA	391805	392293	-	YBR077C_mRNA	
2	gene	393123	394742	+	YBR078W	ECM33
2	CDS	393123	393180	+		
2	CDS	393511	394742	+		
2	intron	393181	393510	+		
2	mRNA	393123	394742	+	YBR078W_mRNA	
2	gene	395383	398277	-	YBR079C	RPG1
2	CDS	395383	398277	-		
2	mRNA	395383	398277	-	YBR079C_mRNA	
2	gene	398614	400890	-	YBR080C	SEC18
2	CDS	398614	400890	-		
2	mRNA	398614	400890	-	YBR080C_mRNA	
2	gene	401253	405251	-	YBR081C	SPT7
2	CDS	401253	405251	-		
2	mRNA	401253	405251	-	YBR081C_mRNA	
2	tRNA_gene	405878	405949	+	tR%28UCU%29B	
2	noncoding_exon	405878	405949	+		
2	tRNA_gene	405960	406031	+	tD%28GUC%29B	
2	noncoding_exon	405960	406031	+		
2	gene	406628	407169	-	YBR082C	UBC4
2	CDS	406628	407027	-		
2	CDS	407123	407169	-		
2	intron	407028	407122	-		
2	mRNA	406628	407169	-	YBR082C_mRNA	
2	ARS	407953	408068	.	ARS214	
2	ARS_consensus_sequence	407988	408004	-	ARS214_ARS_consensus_sequence	
2	gene	409169	410629	+	YBR083W	TEC1
2	CDS	409169	410629	+		
2	mRNA	409169	410629	+	YBR083W_mRNA	
2	gene	411054	413981	+	YBR084W	MIS1
2	CDS	411054	413981	+		
2	mRNA	411054	413981	+	YBR084W_mRNA	
2	gene	414186	415261	-	YBR084C-A	RPL19A
2	CDS	414186	414753	-		
2	CDS	415260	415261	-		
2	intron	414754	415259	-		
2	mRNA	414186	415261	-	YBR084C-A_mRNA	
2	gene	415983	416906	+	YBR085W	AAC3
2	CDS	415983	416906	+		
2	mRNA	415983	416906	+	YBR085W_mRNA	
2	ARS	417784	418079	.	ARS215	
2	gene	418907	419164	-	YBR085C-A	Dubious_ORF
2	CDS	418907	419164	-		
2	mRNA	418907	419164	-	YBR085C-A_mRNA	
2	gene	420201	423041	-	YBR086C	IST2
2	CDS	420201	423041	-		
2	mRNA	420201	423041	-	YBR086C_mRNA	
2	gene	423765	424829	+	YBR087W	RFC5
2	CDS	423765	424829	+		
2	mRNA	423765	424829	+	YBR087W_mRNA	
2	gene	424990	425766	-	YBR088C	POL30
2	CDS	424990	425766	-		
2	mRNA	424990	425766	-	YBR088C_mRNA	
2	gene	425183	425782	+	YBR089W	Dubious_ORF
2	CDS	425183	425782	+		
2	mRNA	425183	425782	+	YBR089W_mRNA	
2	gene	426190	426873	-	YBR089C-A	NHP6B
2	CDS	426190	426489	-		
2	five_prime_UTR_intron	426517	426873	-		
2	mRNA	426190	426873	-	YBR089C-A_mRNA	
2	gene	426333	427058	-	YBR090C	Dubious_ORF
2	CDS	426333	426516	-		
2	CDS	426874	427058	-		
2	intron	426517	426873	-		
2	mRNA	426333	427058	-	YBR090C_mRNA	
2	gene	427155	427484	-	YBR091C	TIM12
2	CDS	427155	427484	-		
2	mRNA	427155	427484	-	YBR091C_mRNA	
2	gene	427698	429101	-	YBR092C	PHO3
2	CDS	427698	429101	-		
